user_id,book_id,rating,afinidad
U_0010,I_NjEAAAQBAJ,2.9,0.045
U_0010,xeDDCQAAQBAJ,2.6,0.045
U_0010,f2v68ta2PMEC,2.7,0.094
U_0010,Oj9VPgAACAAJ,2.8,0.123
U_0010,n31_EQAAQBAJ,3.1,0.005
U_0010,TmDhCwAAQBAJ,3.6,0.094
U_0010,a8HHtwEACAAJ,3.5,0.009
U_0010,OpoPLEtHBkEC,3.3,0.123
U_0010,RWGQWwr3vXoC,3.7,0.285
U_0010,wca9BwAAQBAJ,3.0,0.082
U_0010,A_1aAAAAMAAJ,2.8,0.058
U_0010,q2ONDAEACAAJ,2.8,0.019
U_0011,bXosQQAACAAJ,2.7,0.036
U_0011,M8FYp0MgVBgC,2.9,0.076
U_0011,in7WfOJL3VsC,2.8,0.023
U_0011,9GRwqCua8zgC,2.9,0.057
U_0011,IEsSJwTJztAC,2.9,0.02
U_0012,Mw4TAQAAMAAJ,3.5,0.04
U_0012,ueRzTEnB96wC,3.5,0.082
U_0012,ddlN5vNGcpwC,3.6,0.072
U_0012,mtLpOwAACAAJ,3.0,0.072
U_0012,ujPWygAACAAJ,3.2,0.09
U_0013,wnpvAAAACAAJ,2.4,0.026
U_0013,MfmOHAAACAAJ,2.2,0.065
U_0013,T9zgLqjIircC,2.6,0.05
U_0013,90E8S6F-M7EC,3.2,0.213
U_0013,13mAEAAAQBAJ,2.9,0.213
U_0013,bRLUCwAAQBAJ,2.5,0.213
U_0013,Coi9AwAAQBAJ,2.5,0.088
U_0013,4eYotH2UnlwC,2.4,0.125
U_0013,SUmHDwAAQBAJ,2.3,0.026
U_0013,W1PXSW4R2xsC,2.2,0.088
U_0013,ei91AAAAMAAJ,2.4,0.066
U_0013,NNUpvQSQVrsC,2.7,0.065
U_0013,oh-5AAmboMUC,2.0,0.066
U_0013,Px35248-60MC,2.8,0.066
U_0013,h5ZCPgAACAAJ,2.5,0.213
U_0014,AauUSQAACAAJ,2.4,0.097
U_0014,oQ0hCgAAQBAJ,2.6,0.124
U_0014,1bLrAgAAQBAJ,2.7,0.006
U_0014,Gc7TswEACAAJ,2.1,0.083
U_0014,oujfURqtC78C,2.4,0.045
U_0014,A3qACgAAQBAJ,2.2,0.097
U_0014,FGFy2Pl_LSUC,2.7,0.097
U_0014,8yhFDwAAQBAJ,2.1,0.047
U_0014,-PVWACFDvmEC,2.4,0.124
U_0014,JaPyoQEACAAJ,2.4,0.083
U_0014,UGlRAAAAYAAJ,2.7,0.072
U_0014,2yifhpg_u5AC,2.1,0.006
U_0014,0ovOTsTs22AC,2.3,0.037
U_0014,i1RuDwAAQBAJ,2.7,0.041
U_0014,h_rXAAAAMAAJ,2.5,0.072
U_0014,UsBsAAAAMAAJ,3.2,0.097
U_0015,2GRbAAAAMAAJ,3.1,0.001
U_0015,i51DCgAAQBAJ,3.1,0.171
U_0015,UGUahZnpa0MC,2.8,0.029
U_0015,kLZPEAAAQBAJ,3.3,0.171
U_0015,zHqBzQEACAAJ,3.1,0.127
U_0015,xvH0swEACAAJ,3.7,0.074
U_0015,SUmHDwAAQBAJ,3.0,0.098
U_0015,aeEKAAAAYAAJ,3.1,0.013
U_0015,rVjOh08C6KIC,2.6,0.017
U_0015,KguJFHdmP6MC,2.9,0.002
U_0015,qY_yOwHg_WYC,2.7,0.127
U_0015,HpgNSVS6fUYC,3.0,0.127
U_0015,1vckDQAAQBAJ,3.2,0.003
U_0015,wnpvAAAACAAJ,3.1,0.098
U_0015,hC6pYgmnSpgC,2.4,0.116
U_0015,yxhpPgAACAAJ,3.4,0.074
U_0015,WdM_qxJq8T8C,3.0,0.017
U_0015,bzMkAQAAIAAJ,3.1,0.107
U_0015,d8ONBQAAQBAJ,2.9,0.098
U_0015,A-AS46wG0p8C,2.2,0.095
U_0015,oSYnQRVTKoAC,2.8,0.127
U_0016,zJyFxTT3zC0C,2.4,0.006
U_0016,v8DaAAAAMAAJ,3.0,0.039
U_0016,UGlRAAAAYAAJ,2.9,0.059
U_0016,RReJCgAAQBAJ,2.6,0.039
U_0016,20KXzwEACAAJ,3.2,0.078
U_0016,uVnubbbLILUC,2.5,0.056
U_0016,gebBDAAAQBAJ,2.5,0.013
U_0016,ghKyLjIU4-QC,2.9,0.025
U_0016,Brwewt_HOeMC,3.0,0.162
U_0016,mWI7EAAAQBAJ,2.4,0.008
U_0016,OWf0RoB6MQUC,2.8,0.025
U_0016,3QTXAQAAQBAJ,2.9,0.08
U_0017,NM5PqgKd2dsC,3.5,0.039
U_0017,A9RvngEACAAJ,3.3,0.012
U_0017,XRx14F6czVIC,3.1,0.039
U_0017,zGi7ykBppIcC,3.2,0.148
U_0017,RReJCgAAQBAJ,3.4,0.159
U_0017,wPJ-swEACAAJ,3.6,0.055
U_0017,6HdQAAAAMAAJ,3.7,0.046
U_0017,9GRwqCua8zgC,3.4,0.159
U_0017,LDDBAAAACAAJ,3.6,0.046
U_0017,d2b39aiWVmcC,3.1,0.027
U_0017,ABExGQAACAAJ,2.9,0.011
U_0017,i03NKy0ml1gC,3.8,0.027
U_0017,Oj9VPgAACAAJ,2.9,0.008
U_0017,LeqhDwAAQBAJ,3.4,0.159
U_0017,JHhQDQEACAAJ,3.1,0.055
U_0017,mtLpOwAACAAJ,3.0,0.022
U_0018,ijGgDwAAQBAJ,2.9,0.052
U_0018,5BKiuQAACAAJ,3.2,0.27
U_0018,uwxBYgEACAAJ,2.9,0.043
U_0018,2GQ9PgAACAAJ,3.4,0.27
U_0018,qZaPtAEACAAJ,2.4,0.009
U_0018,19UgCgAAQBAJ,3.3,0.06
U_0018,m9JVDwAAQBAJ,2.4,0.046
U_0018,3WeLoAOXRpMC,3.2,0.27
U_0018,VJ0sDgAAQBAJ,2.8,0.003
U_0018,tC1tEAAAQBAJ,3.2,0.051
U_0018,uaBUIGS551cC,3.9,0.27
U_0018,jcuAAgAAQBAJ,3.2,0.025
U_0018,S7TQixYMzhEC,2.5,0.007
U_0019,dEnnAAAAMAAJ,2.6,0.1
U_0019,UYIrAQAAMAAJ,2.7,0.11
U_0019,wqRQqXKuU7sC,2.3,0.033
U_0019,l_lFPgAACAAJ,2.2,0.083
U_0019,J9XOHAAACAAJ,2.9,0.056
U_0019,iFhFEAAAQBAJ,2.5,0.033
U_0019,8SgYAAAAIAAJ,2.1,0.063
U_0019,Gc7TswEACAAJ,2.3,0.107
U_0019,JxlrPwAACAAJ,2.6,0.107
U_0019,tpFPEAAAQBAJ,2.7,0.024
U_0019,uQvYtm-EPTEC,2.9,0.024
U_0020,CilzzgEACAAJ,3.3,0.008
U_0020,R_JQAQAAIAAJ,3.6,0.14
U_0020,quKMEAAAQBAJ,3.7,0.21
U_0020,ZpNWAAAAYAAJ,3.7,0.048
U_0020,mu4sGQV8X44C,3.7,0.077
U_0020,OTP9jwEACAAJ,3.4,0.028
U_0020,1ROJDwAAQBAJ,3.8,0.03
U_0020,tcVTC9XJN-8C,3.9,0.03
U_0020,QvtHgxGTApcC,4.0,0.138
U_0020,MFaW0YdVOZQC,4.2,0.21
U_0020,045nFy6ZETYC,4.2,0.21
U_0020,yxhpPgAACAAJ,4.3,0.14
U_0020,dVvUp21om9EC,3.6,0.007
U_0021,mSFlzgEACAAJ,2.7,0.021
U_0021,q8Wo0AEACAAJ,2.9,0.021
U_0021,g2duBAAAQBAJ,3.2,0.06
U_0021,X2hjAwAAQBAJ,3.6,0.154
U_0021,sZZ7xHC3-JIC,3.3,0.149
U_0021,9_FYKAtTkaoC,3.9,0.149
U_0021,HmD99eLenMwC,3.4,0.0
U_0021,i6diAAAAMAAJ,3.0,0.007
U_0021,J9XOHAAACAAJ,3.3,0.021
U_0021,WXTWAAAAMAAJ,3.3,0.149
U_0021,SRR5DAAAQBAJ,2.9,0.154
U_0021,8SgYAAAAIAAJ,2.8,0.149
U_0021,ZmZkBm-AqwIC,3.0,0.05
U_0021,n4GmAwAAQBAJ,3.8,0.154
U_0021,13mAEAAAQBAJ,3.2,0.055
U_0021,mtLpOwAACAAJ,2.8,0.063
U_0021,1bLrAgAAQBAJ,3.3,0.034
U_0021,R_JQAQAAIAAJ,2.8,0.115
U_0021,1E6jPPtS854C,2.6,0.149
U_0021,r2_rY3LwaA4C,3.3,0.033
U_0021,SGjOnk3-JooC,3.2,0.028
U_0021,R2CXLuo9mzQC,3.6,0.149
U_0021,4eYotH2UnlwC,3.1,0.115
U_0022,uwxBYgEACAAJ,3.4,0.095
U_0022,8e-fPwAACAAJ,3.4,0.039
U_0022,37b8PQAACAAJ,3.0,0.095
U_0022,erpIAAAAYAAJ,3.3,0.035
U_0022,N43MBQAAQBAJ,3.3,0.1
U_0022,21YlBAAAQBAJ,3.5,0.035
U_0022,VfQZ0QEACAAJ,2.6,0.088
U_0022,kVsIeb1Asl4C,2.9,0.008
U_0022,RCGpHZQZuDoC,3.3,0.188
U_0022,UQTbAAAAMAAJ,3.1,0.002
U_0022,Mw1BFNvpnXAC,3.6,0.188
U_0022,d8ONBQAAQBAJ,3.1,0.072
U_0022,MxIUDAAAQBAJ,2.8,0.1
U_0022,0zWbv25MEzkC,3.2,0.033
U_0022,TrprUAGzVa0C,3.2,0.066
U_0023,BUzToQEACAAJ,2.5,0.05
U_0023,1IEhyG44uMEC,2.5,0.044
U_0023,eMqEAAAAIAAJ,2.8,0.205
U_0023,21NGAAAAYAAJ,2.7,0.205
U_0023,NqtaAAAAMAAJ,2.5,0.046
U_0023,UQTbAAAAMAAJ,2.6,0.037
U_0023,JxlrPwAACAAJ,2.5,0.05
U_0023,qoG8asWZRGoC,2.6,0.066
U_0023,8FXDwAEACAAJ,2.5,0.046
U_0023,i6diAAAAMAAJ,2.5,0.006
U_0023,ujPWygAACAAJ,2.4,0.011
U_0023,tpFPEAAAQBAJ,2.8,0.066
U_0024,D3R4AAAAIAAJ,3.6,0.076
U_0024,xgWt0AEACAAJ,3.0,0.047
U_0024,qPqzUxfo9KcC,3.0,0.121
U_0024,uagsDwAAQBAJ,2.8,0.046
U_0024,Ki0cOxg0D20C,2.6,0.001
U_0024,4UwRnwEACAAJ,2.6,0.085
U_0024,dPs8xPp_66QC,2.3,0.04
U_0024,P5cTMQAACAAJ,3.0,0.085
U_0025,BRuCAAAAIAAJ,3.1,0.07
U_0025,VcRxEAAAQBAJ,2.5,0.004
U_0025,uwxBYgEACAAJ,3.4,0.077
U_0025,m4jGrQEACAAJ,3.4,0.039
U_0025,J3t9AgAAQBAJ,3.2,0.104
U_0026,IdAmDwAAQBAJ,2.8,0.046
U_0026,RC9Rr1YVLdsC,2.7,0.051
U_0026,3tvDNQAACAAJ,3.6,0.273
U_0026,Nln3xTYQwt4C,2.8,0.062
U_0026,J_18AAAAIAAJ,2.6,0.199
U_0026,IbcH0QEACAAJ,3.2,0.273
U_0026,2yDOBgAAQBAJ,2.7,0.034
U_0026,LSm6MLV42zgC,2.8,0.062
U_0026,eMqEAAAAIAAJ,2.5,0.008
U_0026,i1RuDwAAQBAJ,2.9,0.046
U_0026,OBkXAQAAIAAJ,3.2,0.199
U_0026,sMEpJrKBqkAC,1.7,0.009
U_0026,s-pjBAAAQBAJ,2.7,0.051
U_0026,U4ArAQAAMAAJ,3.0,0.199
U_0026,8U8ObTP81QsC,2.9,0.199
U_0026,jcuAAgAAQBAJ,3.2,0.046
U_0026,cv1jPwAACAAJ,2.8,0.273
U_0026,2GRbAAAAMAAJ,2.9,0.034
U_0026,4IvL1DHwlycC,2.4,0.002
U_0026,1vckDQAAQBAJ,3.3,0.199
U_0026,RZGKEAAAQBAJ,2.9,0.033
U_0026,EjRyDwAAQBAJ,2.6,0.062
U_0026,fBp6Dwx9p5EC,2.9,0.033
U_0026,TrprUAGzVa0C,2.7,0.035
U_0027,MFaW0YdVOZQC,3.4,0.007
U_0027,hsDtAAAAMAAJ,3.3,0.093
U_0027,ueRzTEnB96wC,3.5,0.048
U_0027,ZpinPwAACAAJ,3.0,0.047
U_0027,NOh8kgEACAAJ,3.3,0.012
U_0027,z5kv7iMeePwC,3.4,0.087
U_0027,Hbg-BAAAQBAJ,3.6,0.067
U_0027,XRx14F6czVIC,3.2,0.06
U_0028,fBp6Dwx9p5EC,3.5,0.217
U_0028,Wk3hAAAAMAAJ,3.2,0.043
U_0028,MFaW0YdVOZQC,3.4,0.217
U_0028,yxhpPgAACAAJ,3.3,0.041
U_0028,AauUSQAACAAJ,3.0,0.201
U_0028,BUzToQEACAAJ,2.9,0.054
U_0028,iYrf0eWxx_AC,2.9,0.054
U_0028,M1AUC4TY4u0C,3.2,0.043
U_0028,w2m_oaGOTukC,3.0,0.005
U_0028,kVsIeb1Asl4C,2.7,0.011
U_0028,LXPrLcFdIPwC,3.1,0.054
U_0028,DaOY4DQ-MKAC,3.1,0.217
U_0028,ACMYLqk_7GoC,2.8,0.047
U_0028,SWRzxdRT70EC,2.9,0.023
U_0028,0CSboAEACAAJ,2.5,0.201
U_0028,20KXzwEACAAJ,3.6,0.201
U_0028,UYIrAQAAMAAJ,2.9,0.043
U_0028,zJyFxTT3zC0C,2.7,0.059
U_0029,_rTZCwAAQBAJ,2.8,0.08
U_0029,eMqEAAAAIAAJ,3.2,0.156
U_0029,ACMYLqk_7GoC,2.8,0.021
U_0029,0CSboAEACAAJ,2.3,0.02
U_0029,tDBiHhLg2uMC,3.2,0.156
U_0029,BQCUAAAACAAJ,3.2,0.066
U_0029,mWuHAAAAMAAJ,2.4,0.005
U_0029,IJyyDQAAQBAJ,3.3,0.122
U_0029,LXPrLcFdIPwC,3.3,0.078
U_0029,fJQpDwAAQBAJ,2.3,0.005
U_0029,p7iFBAAAQBAJ,3.3,0.005
U_0029,62IkHgAACAAJ,2.7,0.08
U_0029,FdjgDwAAQBAJ,3.1,0.122
U_0029,dVvUp21om9EC,3.0,0.08
U_0029,NnM-uISyywAC,3.8,0.122
U_0029,B0iWvgEACAAJ,2.9,0.08
U_0029,NM5PqgKd2dsC,3.2,0.035
U_0029,Yi9CPgAACAAJ,3.3,0.144
U_0029,9JHEDQAAQBAJ,3.3,0.005
U_0029,ar4K7Y_kbmwC,3.1,0.122
U_0029,3kTCn5KmnFUC,3.5,0.021
U_0029,Nln3xTYQwt4C,3.2,0.122
U_0029,MPyDuQ0L-LoC,2.7,0.078
U_0029,erAk0AEACAAJ,3.2,0.07
U_0029,2cl7AgAAQBAJ,3.1,0.081
U_0030,mSFlzgEACAAJ,2.7,0.077
U_0030,H6faYQfmwdQC,2.6,0.093
U_0030,XRx14F6czVIC,2.7,0.025
U_0030,1vckDQAAQBAJ,3.2,0.019
U_0030,rVjOh08C6KIC,2.8,0.102
U_0030,_3SdGRyvMAcC,3.2,0.093
U_0030,Sjr2DwAAQBAJ,3.3,0.018
U_0030,VmHMo80IywQC,3.1,0.027
U_0030,CVOTzwEACAAJ,2.9,0.07
U_0031,IEsSJwTJztAC,4.3,0.269
U_0031,2TqOXHLNG1YC,4.4,0.269
U_0031,jCWUtgAACAAJ,4.3,0.032
U_0031,-pM6F_hcpRUC,3.9,0.032
U_0031,O53UXtrb68EC,4.4,0.269
U_0031,8U8ObTP81QsC,3.8,0.002
U_0031,1E6jPPtS854C,3.3,0.097
U_0031,iEc8PgAACAAJ,4.2,0.047
U_0031,fIPEYWRjjZ4C,3.9,0.008
U_0031,IqQINfZ3sM4C,3.9,0.022
U_0031,MNQzLfn72BkC,3.8,0.032
U_0031,37b8PQAACAAJ,3.8,0.103
U_0031,QdCNeNx6LJUC,4.4,0.078
U_0031,Y_VuDwAAQBAJ,4.1,0.269
U_0031,BLCCGfcc_CQC,4.3,0.022
U_0032,qPqzUxfo9KcC,3.4,0.248
U_0032,4IvL1DHwlycC,3.6,0.326
U_0032,P6_ZAAAAMAAJ,3.8,0.326
U_0032,jCWUtgAACAAJ,3.5,0.008
U_0032,cod9AAAAMAAJ,4.1,0.326
U_0032,Tbl6VNGP2XwC,3.8,0.326
U_0032,3e2L0Nt6NgQC,3.7,0.023
U_0032,wfaz2SE61hcC,3.6,0.086
U_0032,p-t-3_n3MdwC,3.0,0.086
U_0032,D03uAAAAMAAJ,3.6,0.326
U_0032,YYwazgEACAAJ,3.4,0.248
U_0032,n9FOAAAAMAAJ,3.9,0.326
U_0032,O53UXtrb68EC,3.3,0.086
U_0032,IJyyDQAAQBAJ,3.6,0.248
U_0032,2zs_gq_DPC4C,3.1,0.079
U_0032,P9xnzQEACAAJ,2.7,0.021
U_0032,GPhGukFWC84C,3.8,0.248
U_0032,hC6pYgmnSpgC,3.0,0.326
U_0032,k2GiRwnAl9cC,3.0,0.001
U_0032,iLVdjwEACAAJ,2.9,0.002
U_0032,ar4K7Y_kbmwC,3.4,0.248
U_0032,WdM_qxJq8T8C,3.2,0.008
U_0033,BRuCAAAAIAAJ,2.6,0.044
U_0033,crVOPngoovIC,2.8,0.048
U_0033,mLjfAAAAMAAJ,2.8,0.091
U_0033,OC9aAAAAYAAJ,2.5,0.091
U_0033,SWRzxdRT70EC,2.8,0.091
U_0033,snMOU7EnX0kC,2.7,0.033
U_0033,9CATRvUh3m4C,2.5,0.043
U_0033,nt2gYevSZrMC,2.5,0.076
U_0033,AiH4zgEACAAJ,3.4,0.053
U_0034,qy3AW7e7B6wC,3.4,0.056
U_0034,F0M9PgAACAAJ,3.2,0.046
U_0034,5PP_5-5onKIC,3.7,0.038
U_0034,8M60Hy6B6LgC,3.3,0.069
U_0035,1V9_sv_BudkC,2.2,0.019
U_0035,Ts8sVWGnF-sC,1.8,0.02
U_0035,R3IkAQAAMAAJ,2.8,0.06
U_0035,NNUpvQSQVrsC,2.9,0.062
U_0035,L0LYzwEACAAJ,3.0,0.041
U_0036,G3KPEAAAQBAJ,3.0,0.054
U_0036,2H6A_c8fMbsC,3.3,0.048
U_0036,CVOTzwEACAAJ,3.2,0.054
U_0036,_MRQ46NLr08C,2.8,0.043
U_0036,a8HHtwEACAAJ,3.9,0.059
U_0036,A_1aAAAAMAAJ,3.1,0.067
U_0036,ujfQK2PvUrUC,3.0,0.083
U_0036,A9RvngEACAAJ,3.4,0.062
U_0036,oLr2iVoNENAC,3.1,0.028
U_0036,JqB6Qy9z3TcC,3.8,0.048
U_0037,M7vrDwAAQBAJ,2.2,0.011
U_0037,7cTbDwAAQBAJ,2.6,0.011
U_0037,ReiXDAAAQBAJ,1.8,0.017
U_0037,DsuMmwEACAAJ,2.3,0.049
U_0037,GHMnz8G0GTcC,2.1,0.042
U_0037,EU4FMQAACAAJ,2.6,0.05
U_0037,2H6A_c8fMbsC,2.6,0.131
U_0037,TmDhCwAAQBAJ,2.9,0.042
U_0037,21YlBAAAQBAJ,3.0,0.176
U_0037,HpHbWn2sTroC,2.5,0.131
U_0037,A0i1qocdUhEC,1.7,0.0
U_0037,qjFlYdAhCiAC,1.9,0.05
U_0037,z5kv7iMeePwC,2.4,0.042
U_0037,ykSjj33UTGYC,2.7,0.176
U_0037,O3EtzwEACAAJ,2.2,0.0
U_0037,g2TjoQEACAAJ,2.6,0.176
U_0037,n3t4b6GUlhAC,2.5,0.131
U_0037,NM5PqgKd2dsC,2.6,0.05
U_0037,AGuA58sHm-kC,2.4,0.042
U_0037,5a1gDQAAQBAJ,2.4,0.176
U_0038,XmZxj84kdV0C,3.2,0.141
U_0038,XRx14F6czVIC,2.6,0.089
U_0038,xHwFAQAAIAAJ,2.9,0.187
U_0038,rnWY_tjp9WgC,2.7,0.187
U_0038,CNkDAQAAIAAJ,2.4,0.141
U_0038,wqRQqXKuU7sC,2.6,0.141
U_0038,g2duBAAAQBAJ,2.7,0.045
U_0038,SGjOnk3-JooC,2.8,0.085
U_0038,o2yu6uJF2SoC,2.3,0.036
U_0038,bl_cDAAAQBAJ,3.2,0.141
U_0038,-izJbBJtfV0C,2.6,0.018
U_0038,cSDgBAAAQBAJ,2.7,0.045
U_0039,L6mXyQEACAAJ,3.5,0.051
U_0039,B0iWvgEACAAJ,2.9,0.02
U_0039,69D2zgEACAAJ,3.2,0.156
