user_id,perfil,libros_año,pref_thriller,pref_science_fiction,pref_romance,pref_mystery,pref_fantasy,pref_horror,pref_adventure,pref_crime,pref_detective,pref_suspense,pref_young_adult,pref_historical_fiction,pref_contemporary,pref_biography,pref_history,pref_self_help,pref_psychology,pref_philosophy,pref_business,pref_science,pref_memoir,pref_true_crime
U_0010,frecuente,32,0.07823649035523415,0.05800901234050211,0.09381599235302737,0.2853988538286757,0.0009415648660706931,0.0023926742052656743,0.01895889636790292,0.040962644147506284,0.003429530553785024,0.12335930992820236,0.03825280357541115,0.020310843655712955,0.011848723763739674,0.04505903231367263,0.0014144926888298556,0.005124114385404992,0.004535702021278249,0.017626451669246566,0.08165430602414951,0.05718118949575582,0.009034840636670833,0.0024525308239553654
U_0011,ocasional,3,0.022073274612309176,0.00954504202657536,0.01547117789652551,0.07608112734273163,0.052962621137964926,0.04251151156342942,0.022809814671182302,0.040567337289592796,0.08059815414585264,0.020264076224636638,0.03597009189170372,0.11437721832860444,0.06115528113159508,0.023084245294232062,0.05777734210020624,0.007769152317765977,0.03487240469853938,0.05773347390643614,0.048951954686264655,0.057345584306114174,0.0663490669668454,0.05173004746089233
U_0012,ocasional,3,0.06774108091153451,0.04220159838541945,0.052876583053609184,0.03215630861803068,0.08210519471520844,0.035787042306801964,0.009859799210734672,0.05489934108996956,0.01487697382369836,0.08965566866949069,0.051635294903122075,0.00481442625105716,0.0698982878435685,0.0470931039937288,0.06329024305311462,0.03951702225194028,0.08682674707270394,0.021287011954682505,0.07222652086621628,0.048148922288227786,0.00690160173968491,0.006201226997455336
U_0013,frecuente,23,0.015578613977668581,0.08812967483607369,0.025522440711428552,0.0008548470646383183,0.0011046385537032447,0.06480881340575284,0.025464949132585568,0.10816643423023645,0.12499500819693346,0.04955407463352754,0.0115043451870219,0.0037924495455578704,0.0010330666007751376,0.21347026954731202,0.06575458214776642,0.00333831062054328,0.026386129498462498,0.004831068627722862,0.01721114662881323,0.11909223940985307,0.02932018117679714,8.671626682641594e-05
U_0014,frecuente,57,0.000664311101659622,0.005599001210433642,0.12429405907543312,0.10389926340457774,0.037338247321485774,0.0006005657898244188,0.01102418022029395,0.05029670750980163,0.0005213384604847045,0.04209484858993622,0.09709228776689231,0.018331481062270477,0.08322513429267922,0.041151307793145284,0.005659378824160905,0.07189544882770742,0.09672456316651501,0.04700314483991271,0.04479032554898031,0.032043603274120196,0.001996588686459156,0.08375421323322635
U_0015,frecuente,50,0.02919192764309319,0.006238303841296131,0.0006593051991180865,0.09456252188995169,0.017416638237857794,0.014335735148688038,0.06799164845717318,0.0028143612762135646,0.07390804046384224,0.0005201027372878026,0.01853964282659191,0.03407775653657559,0.00040148250826443693,0.012888724609183073,0.002354885971301723,0.11614811939812364,0.09842778948935983,0.10663915685700374,0.004933682842574673,0.12676257858419376,9.134099267565658e-05,0.17109625448963034
U_0016,moderado,9,0.019855172885047765,0.012555864473452614,0.16194315867593007,0.02062616041912873,0.08795923247834593,0.010236825763743924,0.009388840119089612,0.0012390886432503679,0.04131448112791192,0.018009010502239867,0.07826269241933022,0.025109756631786308,0.1350808763509266,0.0080393210295851,0.07951425446534097,0.058715579193441815,0.05773284772855183,0.07298160100315877,0.056075720310374,0.038552319132845785,0.0055117787325763895,0.0012954179139413142
U_0017,moderado,17,0.14798639020266127,0.008858396742144536,0.02677757272759358,5.3228644731835525e-05,0.03938909712976193,0.04036541154632561,0.012281913841132086,0.035297903780742004,0.011037433701502555,0.007571774890659723,0.04552364570285201,0.017032490346796575,0.038530787478932196,0.02452135562525962,0.17953300910675116,0.006996954696538031,0.026978852426555188,0.049267258579203554,0.021740158997734592,0.15878604096465596,0.05526415639594665,0.04620616647151973
U_0018,moderado,14,0.12308545661490516,0.09470510743520948,0.0025296203411756023,0.04098088677166795,0.006936729332664009,0.017341660995544884,0.2701503681235208,0.009619680896051738,0.04323511797441876,0.06024420182868179,0.07585562180466252,0.0513234211932045,0.0006144234364263018,0.024730499311056874,0.04563095921608221,0.005755011727726049,0.02701689065009274,0.0021129812023745983,0.005121043916736542,0.03164516865674297,0.008910048604385752,0.05245509996666876
U_0019,moderado,19,0.04306925559433606,0.06280044768162911,0.0015330015098872106,0.0404553654346746,0.1103477456146933,0.004834980271743675,0.08258138423686098,0.03292753705114015,0.03494593036359976,0.03459956327836662,0.012940878675158241,0.09974957336252994,0.10731770381336062,0.03578263111675266,0.055764270631076564,0.03453499717376656,0.024146446390591794,0.0394126002634603,0.029350997520132673,0.03317115778858395,0.055833313456401766,0.023900218771253513
U_0020,moderado,20,0.028022205073162023,0.04931224529112456,0.0031927148074379417,0.002333941992943036,0.010641538770081225,0.006516718443957554,0.07701200690033463,0.009277804988501993,0.1396278804814084,0.01540300175329055,0.007537489205609031,0.05845961596023522,0.04030560967725055,0.02585313213788688,0.030388033153278458,0.047620601414223064,0.00972418897949572,0.21028455212052877,0.13799832744306703,0.03939591208729106,0.008344889298937366,0.0427475900199548
U_0021,frecuente,49,0.022702364196526097,0.14879039696470003,0.1539721310003745,0.08679635847957745,0.03305557651800235,0.034288200485080175,0.00011205177101113218,0.049749175948942716,0.11479380162701831,0.016727937808689742,0.02813915314489009,0.007210189048636991,0.021304100579179003,0.05546773131275736,0.03409929330470335,0.0006198067387903998,0.0012301190995004394,0.047122753113189544,0.06294787009906816,0.06020975115032765,0.020650662069182757,1.0575539851595879e-05
U_0022,moderado,17,0.007552640888400941,0.18848977445646614,0.032562710534415756,0.014497911248978026,0.004110391685799501,0.010017181239443666,0.039495093639873816,0.02212942171258707,0.0950581949102123,0.030351102449658846,0.01539796492092947,0.05169636284782989,0.06605805458633464,0.009841324433209168,0.009878656262319789,0.0020116820445234894,0.07179293355136043,0.05869423124436365,0.03465744927693452,0.10009713444149207,0.0882085099420025,0.04740127368286434
U_0023,moderado,20,0.04635988807617576,0.04406456935620396,0.0019744626749554203,0.24517504943385485,0.007447833237307214,0.014918629405481497,0.0030129078139617274,0.05798993565520235,0.014445938179466692,0.011264903258438845,0.0052631014311590165,0.00618939029827205,0.04987454710064673,0.0661497763841309,0.028747323920017654,0.03710598095666156,0.06574342755406148,0.0009951592282829195,0.02215233104743129,0.20522027202560844,0.049254962561005894,0.016649610401673686
U_0024,moderado,16,0.02798503788855877,0.045838123799568774,0.00627258100232076,0.0012690486379046695,0.015348862993126036,0.0508628252190275,0.009402068924893267,0.04666852600728199,0.1461054206801199,0.004112000134674225,0.04656263321366571,0.024459303144965666,0.08448785102941295,0.008130936294559197,0.04919442591356059,0.07593241112984293,0.12065946149645713,0.04794115446936422,0.028670067415965596,0.04011379086363793,0.0847297713830738,0.03525369835801836
U_0025,ocasional,4,0.03923249375962033,0.02742807598985321,0.060829981423761045,0.10700785044059101,0.006706575728710556,0.06445585504941843,0.025757519163033923,0.039461366929547353,0.07694633356707464,0.05538730037748929,0.05894120384407265,0.02453444101241687,0.009442356780519688,0.07431548127254305,0.0037015391244609986,0.07027356279824329,0.0029673476043579057,0.10437312291080013,0.047004136573032346,0.013092980694359511,0.0528146757277923,0.03532579922830161
U_0026,frecuente,49,0.013848222268310588,0.01891533989186122,0.034010467968321856,0.09151954124364012,0.07357455531927773,3.953216668859617e-05,6.801866081131556e-06,0.19942147107650762,0.2732327852590468,0.001223231178851797,0.007840883725791694,0.01122925619912623,0.0347772665191049,0.046402346875649245,0.008838578190605746,0.0017666989442886184,0.06248882427377052,0.03287957704583134,0.001358382629670099,0.007827833019079624,0.027805402767349746,0.050993001571144975
U_0027,moderado,12,0.04654416283916736,0.03316352278081776,0.041239412653209094,0.07231420764732273,0.047648193451778835,0.008799597446862609,0.0204988544698324,0.10825821488954522,0.06731193202048892,0.03725871077767522,0.013524231417008935,0.016473610683063748,0.06031138023475935,0.08726332273246623,0.05098382796235407,0.0759616258887899,0.06666175744000803,0.007428719261849531,0.025265495779462042,0.007605755437200749,0.01228513559839612,0.09319832858794136
U_0028,moderado,6,0.011170341791473833,0.004600470525182696,0.00109387079525755,0.04696679991244756,0.04271624501035384,0.03617794986458414,0.012066854887962521,0.022670000479089573,0.04127090532187148,0.03139990424193417,0.20142771815382834,0.006707574029097051,0.05431834068996541,0.023688171301873423,0.025559070724371274,0.05781659766254997,0.05391389762259256,0.2167116940055686,0.00628353744397701,0.005026955734250339,0.05892132576140756,0.039491774040361055
U_0029,frecuente,59,0.14427314806812797,0.08143335379268242,0.029054097105600262,0.021306793150738617,0.03533144880065108,0.07970453305536672,0.06556406368220642,0.00961818559882284,0.0065388707366341985,0.025857668498649167,0.02008558559042721,0.0014223898439584823,0.07799016083302737,0.005246238976426771,0.0322517902112258,2.7607444441314507e-07,0.12184300947516875,0.010716882631818546,0.0015588903845695488,0.15571743065950913,0.06990413131927872,0.004581051510665573
U_0030,moderado,9,0.01328954378358529,0.011234999218206733,0.016430066186283565,0.0033751950752162726,0.10170632958628888,0.0296952764376391,0.013416277177306438,0.018612418127163896,0.02181218253627939,0.033771867899512274,0.026678446979696614,0.09266173048725512,0.025283244879473362,0.1784036721011242,0.0701603933340854,0.008604664720728352,0.09816818810128833,0.004552313466164596,0.06258249287375481,0.01762750477476939,0.07740428769366832,0.07452890456050972
U_0031,frecuente,26,0.001903079760197768,0.09674889307068311,4.997402476719446e-05,0.004767681986996439,0.03195991130163068,0.0322355339723273,0.009384547091493136,0.0018474545181174425,0.10262139413872771,0.2691336534542429,0.04701330877122105,0.02180662980594942,0.005156385427370912,0.07776393396540575,0.03484011850267238,0.1367483829998883,2.9830169495431115e-05,0.012688580233260546,0.03086848995280106,0.004275396496465582,0.06972622503689936,0.008430595319386459
U_0032,frecuente,29,0.0016258700453610395,0.007390244041434003,0.020859026202997066,0.07944460092454034,0.007536116412477963,0.022383305132097558,0.0013727936679662344,0.016255277661684085,0.010867072960282727,0.08561023837812001,0.013915322547072756,2.9596348515061654e-05,0.06048016382394705,0.02313753646690516,1.1804453556911288e-05,0.32645029849429413,0.24821345151727534,0.0009675757123283549,0.016588933021969038,0.0007729811508746586,0.0018090451428410016,0.05427874589345941
U_0033,ocasional,1,0.07631785267943551,0.04830132343588107,0.053449046627282844,0.043160794045574005,0.048443963858612,0.03333266780142266,0.03749835544579474,0.09125369584688946,0.049887105335522,0.030956961745622878,0.022864707247988194,0.035846057873022606,0.0801856102581397,0.057631562023451245,0.0019512749405108283,0.0437763796429085,0.02272751036964702,0.08520162021286665,0.019037422197859748,0.03392959607037604,0.021241509068181685,0.06300498327301068
U_0034,ocasional,3,0.04563001032841961,0.016296736935315435,0.02265892617890632,0.0380938683589478,0.09630300861575812,0.11616283903743797,0.01751845673700512,0.04824988822430035,0.022423796957193102,0.011080184182724832,0.05618108247373414,0.041371321210611135,0.04333940683576219,0.03246136937687503,0.04639034279106147,0.04512831057662549,0.06652942304862888,0.018225622685729553,0.06871536557135102,0.06225538255914081,0.0471321961095715,0.03785246120490019
U_0035,ocasional,2,0.04333839844177192,0.019061994760985454,0.01125691589937925,0.03305440016165572,0.06001679726287662,0.06191224796232497,0.06798864549245698,0.03979922420317758,0.08250643899298914,0.041041624625035925,0.016123505799172388,0.020185368655268335,0.07216985768074859,0.016081956346882673,0.014105038720683088,0.09035633168264122,0.04056256175984312,0.04072560362130517,0.06092803032380093,0.0597997889822731,0.03136818745906312,0.07761708116566486
U_0036,moderado,20,0.031177185499849193,0.06705525635513272,0.11381659445913417,0.0470841906050617,0.026017938216334233,0.027865892711875687,0.06229383787464142,0.00016881543672355289,0.05061676510682794,0.023004983550370187,0.0827900210683625,0.005111539823901801,0.046464744501161885,0.03434485001660164,0.05384428841633576,0.0035115888339749984,0.04542984024060366,0.04317256443114614,0.04307418932703085,0.04844568462734256,0.0590984109970848,0.08561081790050223
U_0037,frecuente,51,3.913433135349812e-05,0.03235513676195417,0.041614924373513947,0.07822258068184443,0.04983887387992847,0.06880327284967633,0.04940625317456168,0.002239455942468214,0.03992258056943079,0.05263567556838305,0.024198842454994242,0.002033096936816056,0.026267792216421188,0.04202946903182072,0.06248947496984478,0.0918754045771837,0.010571296205575108,0.017209320251942717,0.17614312876926277,0.13057633198179058,0.0002441479881760827,0.0012838064830575063
U_0038,moderado,9,0.0636092673880939,0.18654418482436674,0.004248027798466829,0.0034927338466538725,0.01971168625816882,0.01803903914105989,0.016864776989517858,0.14073739333591492,0.017067829085001852,0.01886975401732014,0.08469860868589447,0.035515564270220366,0.08913827017388957,0.004019102808665103,0.039750422204106,0.0020328160057454573,0.0038467767340729076,0.1408534854330048,0.008914847198218657,0.045195961347023625,0.03148027586761132,0.02536917658698274
U_0039,moderado,20,0.010869227390088285,0.053033657122938206,0.03196967476905996,0.005508829083821999,0.08600869750857319,0.020110787972614803,0.0707747113764229,0.0623404690295732,0.039391712066094035,0.02743989376905708,0.15646551796379157,0.006299666535762294,0.051951883488106865,0.008535306177134853,0.016608152636579342,0.014850036911983288,0.11818510226637724,0.13765199693082464,0.008130768041318173,0.0008962630115255663,0.051205469595881736,0.02177217635247085
U_0040,frecuente,27,0.04612004185021269,0.014161111817085473,0.07631605873861479,0.03421762981646127,0.1034389093894647,0.0017241366165524762,0.004051849903377024,0.11348882423231198,0.061978726964529926,0.07449985117785834,0.010995556583542412,0.07721818936360403,0.010017776746076068,0.025961985142893263,0.001383155432638089,0.0022665817053527508,0.22737567094416727,0.062403575330652446,0.010248215025307778,0.013247443315134754,0.012003581323478535,0.01688112858068391
U_0041,moderado,17,0.02871601114034652,0.013117881120945899,0.06101598255298196,0.03340002149970155,0.0390169412462031,0.06197440790671962,0.01953850463082027,0.095580407834095,0.029512762245289634,0.006663115808412218,0.046135822579957436,0.061092193849735944,0.014762877757322674,0.07542694910523119,0.09169781631762079,0.012565465966444563,0.15912330711148184,0.005877477745690078,0.00874608367012243,0.007891505374131346,0.08697854632134121,0.04116591821540476
U_0042,frecuente,57,0.02397021685821922,0.0008612468940921633,0.11566277727146317,0.05334993322593065,0.18451261431562516,0.039276309004862675,0.07691554347088153,0.0007795454292721707,0.004342331020475534,0.12567488695024118,0.07383169172536823,0.027446045778772323,0.026076870347535638,0.030196440644599296,0.013891759882675393,0.07441866140942571,0.0012521255843317136,0.0024919179226767178,0.02507440392654824,0.057163673198804804,0.015351062563497166,0.0274599425747014
U_0043,ocasional,3,0.03828127543910387,0.027845682039471877,0.06975085146053389,0.02006031844386724,0.04137536246795023,0.030023732157448843,0.03001852336036425,0.042471165579298704,0.06381079398476058,0.058406256900386457,0.09026465362934462,0.0639728352326304,0.010527684448997045,0.01244883072789119,0.0409001348967136,0.019910013241289014,0.04761423711172343,0.03875509617528947,0.06590539678171853,0.027301714585210295,0.08936110299102659,0.07099433834497984
U_0044,frecuente,29,0.011219403160301534,0.009574176047134944,0.0015311040473210856,0.026545753322266604,0.04488065274875555,0.010866444980492797,0.00027999001485101715,0.14873199703082443,0.043949939356214524,0.004149268094679658,0.006929902452767847,0.00014520901160384233,0.1315320643166976,0.0015957640145717216,0.22190622375560468,0.12998631954050008,0.04028542527444139,0.02238097715639716,0.022816581414258713,0.04553971298989477,0.02374824003966541,0.05140485123075474
U_0045,moderado,18,0.045260953249439184,0.05004058291027948,0.006262584518865976,0.011833011274913713,0.06853260494002966,0.1566607975834149,0.013514446194328083,0.014052610389761227,0.028399498591222604,0.18295131413330942,0.013893999953794164,0.023173108912547494,0.09849185581712429,0.00012973532749988495,0.0017996164749732484,0.04109060678475956,0.10551816083989386,0.012104413542113513,0.02812644208969996,0.026551188535804137,0.02840574317688692,0.04320672475933859
U_0046,moderado,19,0.06662780317694612,0.023262514473430744,0.016375926533597207,0.051322750552104376,0.0003898354341427196,0.0005432372404709269,0.017459466047792964,0.0026416794623039465,0.008071928685661933,0.029217516090826862,0.11456029164261505,0.05992944206548721,0.050754691554961755,0.024530859365631746,0.1895603246395949,0.03571869338822283,0.006434001400769895,0.06777755404186389,0.008533567808284924,0.029900318616164948,0.04999725930658996,0.14639033847253524
U_0047,moderado,18,0.04598860611038691,0.001875578371147826,0.024478362119245624,0.10835225621716743,0.007379920231879583,0.02019364928742095,0.053492134525104464,0.08743307087547042,0.0454286959165929,0.012205586204861466,0.04588644335892206,0.014386912052238143,0.05179826689711092,0.12587476092445274,0.05223081106099057,0.08120595175642017,8.607596785330327e-05,0.051674045145683856,0.07232195053895588,0.0016922149118430816,0.08389052649597545,0.012124181030276331
U_0048,moderado,9,0.02320180592682453,0.029190670762807885,0.02206562391538585,0.006180744395715838,0.026012770292725355,0.06664808674933598,0.003529035542452431,0.004004454354684677,0.02099318266460998,0.13619774447658084,0.052912763892453044,0.054395191718879556,0.021526991046226334,0.04314903150029945,0.00048789294720469285,0.04843377576385509,0.11715496345246361,0.045432672813790355,0.0991364081773011,0.06167657179048524,0.006155317509087914,0.11151430030683042
U_0049,frecuente,58,0.10073267930668064,0.09580632634735471,0.026695472427944206,0.0006677563597493544,0.17294403945685274,0.004376486434931785,0.09409752032716905,0.014070650202832649,0.02779282023387519,0.03370519712508487,0.013842541882692249,0.032229782255100384,0.0009165842850308289,1.420714157254209e-05,7.049466930287028e-05,0.02599039263324325,0.002572058800489961,0.00018799646382384853,0.24570044485314577,0.02511339498621555,4.221892007068026e-06,0.08246893191490076
U_0050,ocasional,1,0.07492242647908459,0.10940455311725521,0.0376601611758125,0.04740125171343471,0.02598767176187504,0.03801234743783981,0.026856207020492764,0.03526879854531462,0.031238533947906624,0.10839493081392224,0.0631523529784672,0.02933328444570146,0.03533371767331512,0.05337293728263363,0.012723459049305238,0.04285642411733274,0.06074172396815389,0.05536607433914187,0.01943159633761239,0.02275960283236864,0.004493460137279535,0.06528848482575034
U_0051,ocasional,3,0.044837695477787806,0.026333595307732934,0.015899014578613844,0.07281253176165033,0.10601569378658732,0.027957184128983185,0.051534823877926586,0.043161239013849995,0.006319990612183009,0.07648168482465456,0.044914617932970524,0.10098746608055044,0.022783665270262425,0.03421498230729675,0.01578244598946074,0.036018209850416365,0.03299230219463438,0.004485443572471344,0.12806349189663593,0.012143256947290675,0.05198025549045312,0.044280409097587674
U_0052,ocasional,4,0.028568330752557065,0.07797059578044775,0.01237519024112395,0.015601658474700799,0.0519012963926224,0.014591556521190475,0.12213325048598032,0.043502211521373374,0.07040103673395844,0.014509593799524321,0.0701935133278342,0.007705128512529267,0.03561565774420439,0.034692120610501156,0.08478997067248623,0.017143969150737168,0.11448839691884552,0.05402702335868958,0.041443587672973466,0.05431751260126179,0.027895652064923056,0.006132746661534918
U_0053,ocasional,4,0.026509305974601074,0.06721722801056952,0.07238882021553555,0.040901638737229615,0.08765942115487949,0.02233576455590341,0.029785155699031035,0.06980632573101526,0.045351886142628556,0.12910110151073342,0.012382201785182912,0.013314320004300361,0.03933993275112337,0.045420086705651064,0.014054041628158388,0.0635092860806424,0.04976085831478754,0.01973806829183396,0.03829589153355,0.0621611322631715,0.03816000631188678,0.012807526597584884
U_0054,moderado,7,0.0817669310440586,0.02090961029890851,0.08848905949348494,0.017413176606894988,0.12227382827287789,0.0034380238226688143,0.04269908112811445,0.025027012554577035,0.018028141399547167,0.036817551123619154,0.044731803248105974,0.0001607378210455591,0.0067144884661753754,0.04589044290221167,0.040352248704349454,0.12434612049635668,0.052617833724804115,0.11069088785187839,0.04456874511558612,0.013008666622152925,0.004092659521420387,0.055962949781161626
U_0055,ocasional,4,0.03401746267544199,0.043189887246170976,0.01682713698262939,0.027656699167521663,0.044425009308577505,0.016871447430662725,0.08874181728264277,0.07594343999919634,0.05268619110358572,0.05631259243596469,0.030575457658698877,0.02635850889878596,0.11925459098725108,0.03797644902590103,0.027096928772109456,0.015345024769465893,0.03763133998831505,0.039806077103682065,0.03709345252063915,0.055799272810093475,0.027909191814821193,0.08848202201784314
U_0056,frecuente,36,0.059266050593817565,2.126735332656023e-05,0.07058550134378186,0.0063700572595731765,0.019890290445118666,0.006655159920091406,0.2908740746758157,4.1222314483091206e-05,0.06237375471986594,0.015531615238001614,0.0038570883134804,0.017350928985633066,0.2231411663170123,0.06300235851522139,0.022121368271827646,0.0004232482902372253,0.0037612252776300158,0.0014679701049833682,0.061789430747342215,0.001599219259749236,0.03212349254253449,0.03775350951047288
U_0057,frecuente,58,0.0048410583000639985,0.09073873139903872,0.00022195267697946818,3.52730420226181e-06,0.17321159571285713,0.003356465790759213,0.029948231887591804,0.004328764400854522,0.01212040679638856,0.0015759429361728058,0.0025101378875842096,0.06706414151573294,0.05082546314316807,0.0033587927846963042,0.0022245357165149374,0.003864106928711568,0.023518887774555852,0.0020731644514029,0.10390450026671091,0.17861113856741348,0.24019911019198092,0.0014993435666194185
U_0058,frecuente,52,0.006276303907073763,0.013713761912539677,0.2034480169253143,0.08187407956117451,0.07277023126645246,0.009281755884034576,0.06147208052322336,0.06256561597836624,0.017315399334034542,0.004207616233283683,0.010594559465160934,1.2804409770327157e-08,0.0015450164036999651,0.18925201256501872,0.01717989458698056,6.948547554327914e-05,0.01289618115721011,0.026743458917931496,0.00974725374376602,0.011280801905834685,0.11311259099145923,0.07465387045748788
U_0059,moderado,10,0.001599196343368366,0.00839806249125749,0.08787245389681289,0.01447128745816645,0.13099942182348162,0.03798690263253032,0.02501407185010301,0.037827410336094394,0.03169813257314557,0.061992596608343,0.014472339903039913,0.01898479991258162,0.0978784750557246,0.1276122659568285,0.09725071541129206,0.0237055975431242,0.06608001528221571,0.02820143041176023,0.030003381459259064,0.00998359711103604,0.03898905626744003,0.00897878967239515
U_0060,moderado,8,0.047919568242915704,0.0017744095119006885,0.05375993837979263,0.024101055331507092,0.018611154209325544,0.11255381082556094,0.03277508109018647,0.005312545894698853,0.09324185039076294,0.0025963816781239156,0.06900665963276038,0.07908294942803927,0.023126676588169942,0.09264382650235019,0.03856087758134506,0.033100262456738375,0.0024715359211258635,0.018219193474554057,0.1422186501519546,0.0264508260508417,0.04208392591747265,0.040388820739873
U_0061,frecuente,26,0.0003168796297768076,0.005428252989145147,0.009807189018248407,2.3059599967028968e-07,0.05162280437532277,0.12769939285624002,0.009742015461362623,0.06407608999836274,0.0035015484613010123,0.1834395297390859,0.016412625700135106,0.031717973814181843,0.0029721048688066383,0.037166164803205844,0.0001910513157920052,0.039959140190503,0.06459617426240057,0.0011156928462662963,0.02750090280900219,0.24026292173017433,0.05983989644829202,0.022631418086394968
U_0062,ocasional,2,0.02231276203655293,0.02499859043510897,0.05731132587031685,0.011335561655318504,0.07297623612190138,0.06774988731234795,0.001979770410927298,0.03334478132449294,0.01921272912600283,0.09150083471495059,0.03373044893057161,0.04933114856395396,0.04091564459072884,0.08520944562601757,0.11224528181418962,0.036461032953984486,0.04245693224432665,0.08855627227324019,0.012737643811121574,0.014250461368503525,0.020386666323324847,0.06099654249211692
U_0063,moderado,12,0.13741189703072063,0.0007105483629807333,0.0651172935927546,0.0030921379821560162,0.046240372550871385,0.019702842096870513,0.021285364415793224,0.02529038973213228,0.056407560499318415,0.023617073001287684,0.07664644949720403,0.030115286722568895,0.0041130558731578715,0.08896127771723537,0.019550187206978206,0.03293772609002582,0.06718968276980412,0.02347820651981765,0.0033838868487211684,0.027203613832235338,0.16791403916945427,0.05963110848791171
